date,portfolio_value,cash,positions,regime,active_stop_losses,daily_return,cumulative_return,peak,drawdown
2023-02-14,10270.587099999999,9044.987099999998,1,HIGH,0,-0.0005060439603695732,0.02705870999999993,10275.787099999998,-0.0005060439603696061
2023-02-15,10286.38446,10286.38446,0,HIGH,0,0.0015381165503187688,0.028638445999999984,10286.38446,0.0
2023-02-16,10286.38446,10286.38446,0,MEDIUM,0,0.0,0.028638445999999984,10286.38446,0.0
2023-02-17,10286.38446,10286.38446,0,MEDIUM,0,0.0,0.028638445999999984,10286.38446,0.0
2023-02-21,10286.38446,10286.38446,0,MEDIUM,0,0.0,0.028638445999999984,10286.38446,0.0
2023-02-22,10286.38446,10286.38446,0,MEDIUM,0,0.0,0.028638445999999984,10286.38446,0.0
2023-02-23,10286.38446,10286.38446,0,MEDIUM,0,0.0,0.028638445999999984,10286.38446,0.0
2023-02-24,10285.064069999999,8964.67407,1,MEDIUM,0,-0.0001283628864092723,0.028506406999999845,10286.38446,-0.00012836288640924188
2023-02-27,10295.95407,8964.67407,1,MEDIUM,0,0.0010588169335536968,0.029595406999999962,10295.95407,0.0
2023-02-28,10291.36407,8964.67407,1,MEDIUM,0,-0.0004458061845258321,0.029136406999999975,10295.95407,-0.0004458061845258548
2023-03-01,10272.464069999998,8964.67407,1,MEDIUM,0,-0.0018364912436725778,0.027246406999999806,10295.95407,-0.0022814787090441636
2023-03-02,10277.86407,8964.67407,1,MEDIUM,0,0.0005256771854547093,0.027786407000000013,10295.95407,-0.0017570008448959745
2023-03-03,10323.94407,8964.67407,1,HIGH,0,0.004483421816649846,0.03239440699999996,10323.94407,0.0
2023-03-06,10349.144069999998,8964.67407,1,HIGH,0,0.0024409275979349054,0.034914406999999814,10349.144069999998,0.0
2023-03-07,10329.074069999999,8964.67407,1,HIGH,0,-0.0019392908113221585,0.03290740699999972,10349.144069999998,-0.0019392908113221108
2023-03-08,10340.504069999999,8964.67407,1,HIGH,0,0.0011065851520222214,0.034050406999999616,10349.144069999998,-0.0008348516497170978
2023-03-09,10319.984069999999,8964.67407,1,HIGH,0,-0.0019844293722134365,0.03199840699999945,10349.144069999998,-0.0028176243177953806
2023-03-10,10301.17407,8964.67407,1,HIGH,0,-0.0018226772320976137,0.030117406999999652,10349.144069999998,-0.004635165930200386
2023-03-13,10318.904069999999,8964.67407,1,HIGH,0,0.001721163032438744,0.031890406999999676,10349.144069999998,-0.0029219807740100178
2023-03-14,10337.984069999999,8964.67407,1,HIGH,0,0.0018490335669920643,0.0337984069999997,10349.144069999998,-0.0010783500475513097
2023-03-15,10341.584069999999,8964.67407,1,HIGH,0,0.00034823036828313114,0.034158406999999835,10349.144069999998,-0.0007304951935024605
2023-03-16,10367.324069999999,8964.67407,1,HIGH,0,0.002488980394663942,0.03673240699999969,10367.324069999999,0.0
2023-03-17,10359.67407,8964.67407,1,MEDIUM,0,-0.0007378953284711276,0.035967406999999785,10367.324069999999,-0.0007378953284711623
2023-03-20,10379.857469999999,10379.857469999999,0,MEDIUM,0,0.00194826592647801,0.03798574699999957,10379.857469999999,0.0
2023-03-21,10379.857469999999,10379.857469999999,0,MEDIUM,0,0.0,0.03798574699999957,10379.857469999999,0.0
2023-03-22,10379.857469999999,10379.857469999999,0,MEDIUM,0,0.0,0.03798574699999957,10379.857469999999,0.0
2023-03-23,10379.857469999999,10379.857469999999,0,MEDIUM,0,0.0,0.03798574699999957,10379.857469999999,0.0
2023-03-24,10379.857469999999,10379.857469999999,0,LOW,0,0.0,0.03798574699999957,10379.857469999999,0.0
2023-03-27,10379.857469999999,10379.857469999999,0,MEDIUM,0,0.0,0.03798574699999957,10379.857469999999,0.0
2023-03-28,10378.59627,9117.39627,1,MEDIUM,0,-0.00012150455857840026,0.03785962699999956,10379.857469999999,-0.00012150455857839517
2023-03-29,10403.55627,9117.39627,1,MEDIUM,0,0.0024049495086486683,0.040355626999999394,10403.55627,0.0
2023-03-30,10416.276269999998,9117.39627,1,MEDIUM,0,0.0012226588360635393,0.041627626999999334,10416.276269999998,0.0
2023-03-31,10435.27707,10435.27707,0,MEDIUM,0,0.0018241451654585905,0.04352770699999953,10435.27707,0.0
2023-04-03,10435.27707,10435.27707,0,MEDIUM,0,0.0,0.04352770699999953,10435.27707,0.0
2023-04-04,10435.27707,10435.27707,0,MEDIUM,0,0.0,0.04352770699999953,10435.27707,0.0
2023-04-05,10435.27707,10435.27707,0,MEDIUM,0,0.0,0.04352770699999953,10435.27707,0.0
2023-04-06,10435.27707,10435.27707,0,MEDIUM,0,0.0,0.04352770699999953,10435.27707,0.0
2023-04-10,10433.98083,9137.74083,1,MEDIUM,0,-0.00012421711386334522,0.04339808299999959,10435.27707,-0.00012421711386333804
2023-04-11,10424.14083,9137.74083,1,MEDIUM,0,-0.0009430724629767573,0.04241408299999949,10435.27707,-0.0010671724311005588
2023-04-12,10418.54083,9137.74083,1,MEDIUM,0,-0.0005372145379965998,0.0418540829999996,10435.27707,-0.0016038136685526626
2023-04-13,10462.22083,9137.74083,1,MEDIUM,0,0.004192525682120918,0.046222082999999525,10462.22083,0.0
2023-04-14,10459.420830000001,9137.74083,1,MEDIUM,0,-0.0002676296023087499,0.04594208299999969,10462.22083,-0.000267629602308755
2023-04-17,10459.58083,9137.74083,1,MEDIUM,0,1.529721411919205e-05,0.045958082999999705,10462.22083,-0.00025233648217683603
2023-04-18,10469.50083,9137.74083,1,MEDIUM,0,0.0009484127673211606,0.04695008299999959,10469.50083,0.0
2023-04-19,10478.78083,9137.74083,1,MEDIUM,0,0.0008863841887674084,0.047878082999999405,10478.78083,0.0
2023-04-20,10470.940830000001,9137.74083,1,MEDIUM,0,-0.0007481786409305746,0.04709408299999951,10478.78083,-0.0007481786409305334
2023-04-21,10457.90083,9137.74083,1,MEDIUM,0,-0.0012453513215011647,0.045790082999999315,10478.78083,-0.001992598217172484
2023-04-24,10460.38083,9137.74083,1,MEDIUM,0,0.00023714128105756238,0.04603808299999912,10478.78083,-0.0017559294634087348
2023-04-25,10447.90083,9137.74083,1,MEDIUM,0,-0.0011930731971255826,0.0447900829999992,10478.78083,-0.0029469077081555107
2023-04-26,10447.82083,9137.74083,1,MEDIUM,0,-7.657040519637448e-06,0.044782082999999195,10478.78083,-0.002954542184083368
2023-04-27,10485.020830000001,9137.74083,1,MEDIUM,0,0.003560551104894838,0.04850208299999914,10485.020830000001,0.0
2023-04-28,10495.180830000001,9137.74083,1,MEDIUM,0,0.0009690014130376845,0.04951808299999905,10495.180830000001,0.0
2023-05-01,10494.46083,9137.74083,1,MEDIUM,0,-6.860291515353723e-05,0.049446082999998975,10495.180830000001,-6.860291515350328e-05
2023-05-02,10486.06083,9137.74083,1,MEDIUM,0,-0.0008004222547562945,0.04860608299999902,10495.180830000001,-0.0008689702586097127
2023-05-03,10477.340830000001,9137.74083,1,MEDIUM,0,-0.0008315801463836259,0.04773408299999904,10495.180830000001,-0.0016998277865785132
2023-05-04,10464.06083,9137.74083,1,MEDIUM,0,-0.0012674971842068228,0.04640608299999904,10495.180830000001,-0.0029651704438522566
2023-05-05,10524.91227,10524.91227,0,HIGH,0,0.005815279649898697,0.052491226999999085,10524.91227,0.0
2023-05-08,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-09,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-10,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-11,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-12,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-15,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-16,10524.91227,10524.91227,0,HIGH,0,0.0,0.052491226999999085,10524.91227,0.0
2023-05-17,10523.703440000001,9314.873440000001,1,HIGH,0,-0.00011485416400525139,0.05237034399999918,10524.91227,-0.0001148541640052625
2023-05-18,10540.223440000002,9314.873440000001,1,HIGH,0,0.001569789579703329,0.05402234399999917,10540.223440000002,0.0
2023-05-19,10540.993440000002,9314.873440000001,1,LOW,0,7.305347978481258e-05,0.05409934399999927,10540.993440000002,0.0
2023-05-22,10534.27344,9314.873440000001,1,LOW,0,-0.0006375110693552788,0.053427343999999044,10540.993440000002,-0.0006375110693552583
2023-05-23,10515.793440000001,9314.873440000001,1,LOW,0,-0.0017542738096989474,0.051579343999999194,10540.993440000002,-0.0023906665100818735
2023-05-24,10517.75344,9314.873440000001,1,LOW,0,0.00018638631608558498,0.05177534399999906,10540.993440000002,-0.002204725781520038
2023-05-25,10525.803440000002,9314.873440000001,1,LOW,0,0.000765372571806644,0.052580343999999224,10540.993440000002,-0.0014410406463549138
2023-05-26,10542.883440000001,9314.873440000001,1,LOW,0,0.0016226789809785647,0.05428834399999927,10542.883440000001,0.0
2023-05-30,10555.973440000002,9314.873440000001,1,LOW,0,0.0012415958190656884,0.05559734399999927,10555.973440000002,0.0
2023-05-31,10555.623440000001,9314.873440000001,1,LOW,0,-3.315658209923633e-05,0.055562343999999264,10555.973440000002,-3.3156582099202755e-05
2023-06-01,10574.242810000002,10574.242810000002,0,MEDIUM,0,0.0017639289716837592,0.05742428099999919,10574.242810000002,0.0
2023-06-02,10574.242810000002,10574.242810000002,0,MEDIUM,0,0.0,0.05742428099999919,10574.242810000002,0.0
2023-06-05,10572.985750000002,9315.925750000002,1,MEDIUM,0,-0.00011887943397814738,0.05729857499999924,10574.242810000002,-0.00011887943397811103
2023-06-06,10570.395750000001,9315.925750000002,1,MEDIUM,0,-0.000244963916649521,0.05703957499999923,10574.242810000002,-0.00036381422945592974
2023-06-07,10560.665750000002,9315.925750000002,1,LOW,0,-0.0009204953371778624,0.05606657499999934,10574.242810000002,-0.0012839746773319666
2023-06-08,10578.651760000002,10578.651760000002,0,LOW,0,0.0017031132720017883,0.057865175999999297,10578.651760000002,0.0
2023-06-09,10578.651760000002,10578.651760000002,0,LOW,0,0.0,0.057865175999999297,10578.651760000002,0.0
2023-06-12,10578.651760000002,10578.651760000002,0,LOW,0,0.0,0.057865175999999297,10578.651760000002,0.0
2023-06-13,10577.368590000002,9294.198590000002,1,LOW,0,-0.00012129806605909454,0.05773685899999914,10578.651760000002,-0.00012129806605909193
2023-06-14,10581.848590000001,9294.198590000002,1,LOW,0,0.0004235457960910516,0.058184858999999145,10581.848590000001,0.0
2023-06-15,10596.268590000001,9294.198590000002,1,LOW,0,0.0013627108607117133,0.05962685899999909,10596.268590000001,0.0
2023-06-16,10588.638590000002,9294.198590000002,1,LOW,0,-0.0007200647978289343,0.05886385899999924,10596.268590000001,-0.0007200647978289118
2023-06-20,10589.268590000001,9294.198590000002,1,LOW,0,5.9497733787328144e-05,0.05892685899999894,10596.268590000001,-0.000660609906265126
2023-06-21,10581.918590000001,9294.198590000002,1,LOW,0,-0.000694098930207665,0.05819185899999879,10596.268590000001,-0.0013542503078435427
2023-06-22,10603.198590000002,9294.198590000002,1,LOW,0,0.0020109774819199178,0.0603198589999987,10603.198590000002,0.0
2023-06-23,10600.958590000002,9294.198590000002,1,LOW,0,-0.0002112570071178821,0.0600958589999987,10603.198590000002,-0.00021125700711786642
2023-06-26,10591.088590000001,9294.198590000002,1,LOW,0,-0.0009310478780014675,0.059108858999998626,10603.198590000002,-0.0011421081947311316
2023-06-27,10610.618590000002,9294.198590000002,1,LOW,0,0.0018440030818400732,0.06106185899999872,10610.618590000002,0.0
2023-06-28,10618.948590000002,9294.198590000002,1,LOW,0,0.0007850626171646002,0.0618948589999988,10618.948590000002,0.0
2023-06-29,10621.328590000001,9294.198590000002,1,LOW,0,0.00022412765066404106,0.062132858999998763,10621.328590000001,0.0
2023-06-30,10650.630800000003,10650.630800000003,0,MEDIUM,0,0.0027588083497944726,0.06506307999999894,10650.630800000003,0.0
2023-07-03,10650.630800000003,10650.630800000003,0,MEDIUM,0,0.0,0.06506307999999894,10650.630800000003,0.0
2023-07-05,10650.630800000003,10650.630800000003,0,MEDIUM,0,0.0,0.06506307999999894,10650.630800000003,0.0
2023-07-06,10650.630800000003,10650.630800000003,0,MEDIUM,0,0.0,0.06506307999999894,10650.630800000003,0.0
2023-07-07,10650.630800000003,10650.630800000003,0,MEDIUM,0,0.0,0.06506307999999894,10650.630800000003,0.0
2023-07-10,10649.310530000002,9329.040530000002,1,MEDIUM,0,-0.00012396167182893159,0.0649310529999989,10650.630800000003,-0.0001239616718288802
2023-07-11,10645.600530000002,9329.040530000002,1,MEDIUM,0,-0.0003483793612318875,0.06456005299999878,10650.630800000003,-0.00047229784737267474
2023-07-12,10657.430530000001,9329.040530000002,1,MEDIUM,0,0.001111257177710323,0.06574305299999872,10657.430530000001,0.0
2023-07-13,10662.820530000003,9329.040530000002,1,MEDIUM,0,0.0005057504231276155,0.06628205299999879,10662.820530000003,0.0
2023-07-14,10663.870530000002,9329.040530000002,1,MEDIUM,0,9.847300693510697e-05,0.06638705299999859,10663.870530000002,0.0
2023-07-17,10685.612600000002,10685.612600000002,0,LOW,0,0.002038853523102624,0.06856125999999874,10685.612600000002,0.0
2023-07-18,10685.612600000002,10685.612600000002,0,LOW,0,0.0,0.06856125999999874,10685.612600000002,0.0
2023-07-19,10685.612600000002,10685.612600000002,0,LOW,0,0.0,0.06856125999999874,10685.612600000002,0.0
2023-07-20,10685.612600000002,10685.612600000002,0,LOW,0,0.0,0.06856125999999874,10685.612600000002,0.0
2023-07-21,10684.269020000002,9340.689020000002,1,LOW,0,-0.00012573729277820522,0.06842690199999857,10685.612600000002,-0.00012573729277820314
2023-07-24,10689.939020000002,9340.689020000002,1,LOW,0,0.0005306867497800738,0.06899390199999855,10689.939020000002,0.0
2023-07-25,10696.029020000002,9340.689020000002,1,LOW,0,0.0005696945500444084,0.06960290199999863,10696.029020000002,0.0
2023-07-26,10702.189020000002,9340.689020000002,1,LOW,0,0.0005759146678157023,0.07021890199999858,10702.189020000002,0.0
2023-07-27,10693.229020000002,9340.689020000002,1,LOW,0,-0.0008372118996641253,0.0693229019999988,10702.189020000002,-0.000837211899664161
2023-07-28,10710.128210000003,10710.128210000003,0,LOW,0,0.001580363608447266,0.07101282099999873,10710.128210000003,0.0
2023-07-31,10710.128210000003,10710.128210000003,0,LOW,0,0.0,0.07101282099999873,10710.128210000003,0.0
2023-08-01,10710.128210000003,10710.128210000003,0,LOW,0,0.0,0.07101282099999873,10710.128210000003,0.0
2023-08-02,10710.128210000003,10710.128210000003,0,LOW,0,0.0,0.07101282099999873,10710.128210000003,0.0
2023-08-03,10710.128210000003,10710.128210000003,0,LOW,0,0.0,0.07101282099999873,10710.128210000003,0.0
2023-08-04,10710.128210000003,10710.128210000003,0,HIGH,0,0.0,0.07101282099999873,10710.128210000003,0.0
2023-08-07,10709.055110000003,9635.955110000003,1,HIGH,0,-0.00010019487899293189,0.07090551099999876,10710.128210000003,-0.00010019487899292036
2023-08-08,10714.755110000002,9635.955110000003,1,HIGH,0,0.0005322598437911275,0.07147551099999871,10714.755110000002,0.0
2023-08-09,10705.095110000002,9635.955110000003,1,HIGH,0,-0.0009015605023939832,0.07050951099999869,10714.755110000002,-0.0009015605023939602
2023-08-10,10703.775110000002,9635.955110000003,1,HIGH,0,-0.00012330577042385382,0.07037751099999867,10714.755110000002,-0.001024755105205532
2023-08-11,10702.695110000002,9635.955110000003,1,MEDIUM,0,-0.00010089898086429461,0.07026951099999867,10714.755110000002,-0.0011255506893241062
2023-08-14,10711.638350000003,10711.638350000003,0,HIGH,0,0.0008356063503709432,0.07116383499999879,10714.755110000002,-0.0002908848562567825
2023-08-15,10710.218750000004,9290.618750000003,1,HIGH,0,-0.00013252874617442068,0.0710218749999989,10714.755110000002,-0.0004233750518259151
2023-08-16,10703.178750000003,9290.618750000003,1,MEDIUM,0,-0.0006573161729307442,0.07031787499999886,10714.755110000002,-0.0010804129334878575
2023-08-17,10682.618750000003,9290.618750000003,1,HIGH,0,-0.0019209246598819174,0.06826187499999903,10714.755110000002,-0.002999262201523017
2023-08-18,10686.538750000003,9290.618750000003,1,LOW,0,0.0003669512215813686,0.06865387499999898,10714.755110000002,-0.002633411562870383
2023-08-21,10697.338750000003,9290.618750000003,1,LOW,0,0.001010617212238163,0.06973387499999895,10714.755110000002,-0.001625455721684642
2023-08-22,10708.458750000003,9290.618750000003,1,LOW,0,0.0010395108783483042,0.07084587499999917,10714.755110000002,-0.0005876345222414007
2023-08-23,10739.578750000004,9290.618750000003,1,MEDIUM,0,0.002906113823336165,0.07395787499999917,10739.578750000004,0.0
2023-08-24,10701.658750000002,9290.618750000003,1,MEDIUM,0,-0.0035308647464410425,0.07016587499999893,10739.578750000004,-0.003530864746440998
2023-08-25,10719.498750000002,9290.618750000003,1,MEDIUM,0,0.0016670312908266816,0.07194987499999894,10739.578750000004,-0.001869719517630218
2023-08-28,10732.138750000004,9290.618750000003,1,MEDIUM,0,0.0011791596132235682,0.0732138749999991,10739.578750000004,-0.0006927646021498288
2023-08-29,10762.105790000003,10762.105790000003,0,MEDIUM,0,0.002792271018672743,0.07621057899999917,10762.105790000003,0.0
2023-08-30,10762.105790000003,10762.105790000003,0,MEDIUM,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-08-31,10762.105790000003,10762.105790000003,0,MEDIUM,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-01,10762.105790000003,10762.105790000003,0,MEDIUM,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-05,10762.105790000003,10762.105790000003,0,MEDIUM,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-06,10762.105790000003,10762.105790000003,0,HIGH,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-07,10762.105790000003,10762.105790000003,0,HIGH,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-08,10762.105790000003,10762.105790000003,0,HIGH,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-11,10762.105790000003,10762.105790000003,0,HIGH,0,0.0,0.07621057899999917,10762.105790000003,0.0
2023-09-12,10760.695390000003,9350.295390000003,1,HIGH,0,-0.0001310524192497109,0.07606953899999902,10762.105790000003,-0.00013105241924969623
2023-09-13,10743.975390000003,9350.295390000003,1,HIGH,0,-0.001553802927600545,0.07439753899999912,10762.105790000003,-0.0016846517172175097
2023-09-14,10756.215390000003,9350.295390000003,1,HIGH,0,0.0011392431158574468,0.07562153899999902,10762.105790000003,-0.0005473278292314784
2023-09-15,10750.375390000003,9350.295390000003,1,HIGH,0,-0.0005429418980796852,0.07503753899999888,10762.105790000003,-0.0010899725601006538
2023-09-18,10774.055390000003,9350.295390000003,1,HIGH,0,0.0022027137789093487,0.07740553899999902,10774.055390000003,0.0
2023-09-19,10782.855390000002,9350.295390000003,1,HIGH,0,0.0008167769406650649,0.07828553899999902,10782.855390000002,0.0
2023-09-20,10752.811470000002,10752.811470000002,0,MEDIUM,0,-0.002786267543554599,0.075281146999999,10782.855390000002,-0.0027862675435546265
2023-09-21,10752.811470000002,10752.811470000002,0,MEDIUM,0,0.0,0.075281146999999,10782.855390000002,-0.0027862675435546265
2023-09-22,10752.811470000002,10752.811470000002,0,MEDIUM,0,0.0,0.075281146999999,10782.855390000002,-0.0027862675435546265
2023-09-25,10752.811470000002,10752.811470000002,0,MEDIUM,0,0.0,0.075281146999999,10782.855390000002,-0.0027862675435546265
2023-09-26,10751.435790000003,9375.755790000003,1,MEDIUM,0,-0.0001279367729860592,0.07514357899999902,10782.855390000002,-0.002913847850462479
2023-09-27,10739.195790000003,9375.755790000003,1,MEDIUM,0,-0.00113845259731582,0.07391957899999912,10782.855390000002,-0.004048983170124758
2023-09-28,10741.275790000003,9375.755790000003,1,MEDIUM,0,0.00019368303182787372,0.07412757899999911,10782.855390000002,-0.0038560843576331324
2023-09-29,10745.435790000003,9375.755790000003,1,MEDIUM,0,0.00038729105195045577,0.07454357899999908,10782.855390000002,-0.003470286732649881
2023-10-02,10765.755790000003,9375.755790000003,1,MEDIUM,0,0.0018910354495729198,0.07657557899999912,10782.855390000002,-0.0015858137183085742
2023-10-03,10754.955790000004,9375.755790000003,1,MEDIUM,0,-0.001003180845884577,0.07549557899999915,10782.855390000002,-0.0025874037062458295
2023-10-04,10765.035790000004,9375.755790000003,1,MEDIUM,0,0.0009372423463955837,0.07650357899999927,10782.855390000002,-0.0016525863841710016
2023-10-05,10775.035790000004,9375.755790000003,1,MEDIUM,0,0.0009289332794684135,0.07750357899999916,10782.855390000002,-0.000725188247191999
2023-10-06,10795.675790000003,9375.755790000003,1,MEDIUM,0,0.0019155388810081497,0.079567578999999,10795.675790000003,0.0
2023-10-09,10807.675790000003,9375.755790000003,1,MEDIUM,0,0.0011115561668788576,0.08076757899999887,10807.675790000003,0.0
2023-10-10,10801.448670000003,10801.448670000003,0,LOW,0,-0.0005761756848554622,0.0801448669999989,10807.675790000003,-0.0005761756848555093
2023-10-11,10801.448670000003,10801.448670000003,0,LOW,0,0.0,0.0801448669999989,10807.675790000003,-0.0005761756848555093
2023-10-12,10801.448670000003,10801.448670000003,0,LOW,0,0.0,0.0801448669999989,10807.675790000003,-0.0005761756848555093
2023-10-13,10801.448670000003,10801.448670000003,0,LOW,0,0.0,0.0801448669999989,10807.675790000003,-0.0005761756848555093
2023-10-16,10800.018910000004,9370.258910000004,1,LOW,0,-0.00013236742993283368,0.08000189099999888,10807.675790000003,-0.000708466847893726
2023-10-17,10787.458910000005,9370.258910000004,1,LOW,0,-0.001162960926704426,0.07874589099999896,10807.675790000003,-0.001870603855336238
2023-10-18,10776.978910000003,9370.258910000004,1,LOW,0,-0.000971498486106559,0.0776978909999988,10807.675790000003,-0.002840285052629202
2023-10-19,10773.938910000004,9370.258910000004,1,LOW,0,-0.0002820827641388801,0.07739389099999894,10807.675790000003,-0.0031215666213094792
2023-10-20,10751.915870000004,10751.915870000004,0,LOW,0,-0.002044102921314961,0.07519158699999884,10807.675790000003,-0.0051592887391747515
2023-10-23,10751.915870000004,10751.915870000004,0,LOW,0,0.0,0.07519158699999884,10807.675790000003,-0.0051592887391747515
2023-10-24,10751.915870000004,10751.915870000004,0,LOW,0,0.0,0.07519158699999884,10807.675790000003,-0.0051592887391747515
2023-10-25,10751.915870000004,10751.915870000004,0,LOW,0,0.0,0.07519158699999884,10807.675790000003,-0.0051592887391747515
2023-10-26,10750.580750000005,9415.460750000004,1,LOW,0,-0.00012417507876205658,0.07505807499999873,10807.675790000003,-0.005282823162851217
2023-10-27,10761.220750000004,9415.460750000004,1,MEDIUM,0,0.0009897139742891525,0.07612207499999868,10807.675790000003,-0.004298337672469994
2023-10-30,10777.780750000004,9415.460750000004,1,MEDIUM,0,0.0015388588697058392,0.07777807499999878,10807.675790000003,-0.002766093337816476
2023-10-31,10781.620750000004,9415.460750000004,1,MEDIUM,0,0.00035628856153890887,0.07816207499999872,10807.675790000003,-0.0024107903036938967
2023-11-01,10807.220750000004,9415.460750000004,1,MEDIUM,0,0.0023744111014107894,0.08072207499999884,10807.675790000003,-4.2103409543423825e-05
2023-11-02,10836.020750000003,9415.460750000004,1,MEDIUM,0,0.0026648849566619504,0.08360207499999883,10836.020750000003,0.0
2023-11-03,10828.660750000005,9415.460750000004,1,MEDIUM,0,-0.0006792161227634486,0.08286607499999898,10836.020750000003,-0.0006792161227634011
2023-11-06,10849.300750000004,9415.460750000004,1,MEDIUM,0,0.0019060528791614573,0.08493007499999905,10849.300750000004,0.0
2023-11-07,10870.020750000003,9415.460750000004,1,MEDIUM,0,0.0019098005002764484,0.08700207499999912,10870.020750000003,0.0
2023-11-08,10878.580750000005,9415.460750000004,1,MEDIUM,0,0.0007874869972075427,0.08785807499999931,10878.580750000005,0.0
2023-11-09,10874.740750000004,9415.460750000004,1,LOW,0,-0.0003529872221613717,0.08747407499999915,10878.580750000005,-0.0003529872221613232
2023-11-10,10905.169550000004,10905.169550000004,0,MEDIUM,0,0.0027981172792554965,0.09051695499999912,10905.169550000004,0.0
2023-11-13,10905.169550000004,10905.169550000004,0,MEDIUM,0,0.0,0.09051695499999912,10905.169550000004,0.0
